File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
cdf8773f-962e-4622-8aad-d21ac9525c6a	f3c2f1c2-7ccb-4cde-840c-888c1a062858.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EY-A3QX	TCGA-EY-A3QX-01A	Primary Tumor
2af89d20-384c-4ffa-ad04-8482698f9bf0	2a574561-0470-489d-9f5d-178dd4da74c5.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-DI-A0WH	TCGA-DI-A0WH-01A	Primary Tumor
02a884a2-9aac-40ea-a953-4d4b6a367431	0b5db044-cc84-4ed9-a5b9-b382927e2b54.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BK-A4ZD	TCGA-BK-A4ZD-01A	Primary Tumor
36a35fb9-b026-4f99-bdf6-dafb2db356af	521eafe4-01bf-4aa8-ae7e-0587e2fb99fd.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A1CC	TCGA-AX-A1CC-01A	Primary Tumor
288b1bc7-934f-4d34-a50c-6f3169d2ebf2	19445b77-3101-4b30-8e4e-87766610c0d0.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EY-A215	TCGA-EY-A215-01A	Primary Tumor
cc475d0d-71c4-49b0-997c-996b3b5d6336	39f3c070-92e1-44ca-bd4e-734951ea866c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A2H2	TCGA-AX-A2H2-01A	Primary Tumor
4d8be2c5-34f6-44df-b88c-48482429e63e	f6ab9c8d-9cd1-4803-b44a-402165a64523.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A0M8	TCGA-BG-A0M8-01A	Primary Tumor
85d0e557-4b55-4259-b86a-a2bc97714e28	ccdb4cdf-6e04-4251-9882-9f85cd7495dd.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-2E-A9G8	TCGA-2E-A9G8-01A	Primary Tumor
0f5ba673-02e5-45fd-99c8-6d84044e0e6d	c2a6ca43-0e81-42fc-8619-3e2f1bf2469f.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A1CR	TCGA-AX-A1CR-01A	Primary Tumor
f162cb75-e6f1-47ab-96cc-01115fe78972	979bb0f5-7e4e-44c2-8135-14bb3fde1bc6.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-KJ-A3U4	TCGA-KJ-A3U4-01A	Primary Tumor
fa5f8949-102b-4ea3-b957-8bd4831fdbd8	226ea4c8-457a-4db4-a48a-473d3323842f.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EO-A3KU	TCGA-EO-A3KU-01A	Primary Tumor
caefe24a-e5af-4871-9b3b-345eb450c629	89e9e5fd-875b-4574-81f8-016eb83d32d1.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A102	TCGA-D1-A102-01A	Primary Tumor
bf99fece-7795-4258-830b-18c4ce82b812	1c1742fd-f420-44f2-aff5-3eaabbf1ac53.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A2AD	TCGA-BG-A2AD-11A	Solid Tissue Normal
51c56282-5a22-40dd-b9af-716ead40a6e4	70df5df0-50b6-4aae-a162-cc99ae687418.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0GI	TCGA-A5-A0GI-01A	Primary Tumor
007f9390-1d58-4665-b3be-46b3e7219194	9a856422-27a8-4ab7-b936-9532982fbcc4.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A3EW	TCGA-BG-A3EW-11A	Solid Tissue Normal
a8e5f8e4-804f-4c6f-8304-039be85dc5bb	042bb5d0-32af-4905-a09f-6baa2133ac78.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A0K6	TCGA-B5-A0K6-01A	Primary Tumor
c2673d73-b29f-490c-bb6c-05aa203dc5f7	52ead51d-c3eb-4915-8c87-773c06b31779.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A0W2	TCGA-BG-A0W2-01A	Primary Tumor
7f34f8e8-d51c-4f96-87bf-4f4175f92ccc	7ddd6269-658e-4ef3-956b-9d095b4eec30.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A1MW	TCGA-B5-A1MW-01A	Primary Tumor
c3fd326d-796e-4229-aec4-60a8edceabac	214efa45-5afd-4e99-a9df-1f6588a9a7c3.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A186	TCGA-BG-A186-01A	Primary Tumor
73bfdfdf-ee76-4068-864c-f4dca77dd97d	f713691a-df6d-4c44-a9bf-81d45ea69d61.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A2HD	TCGA-AX-A2HD-11A	Solid Tissue Normal
89c87bca-9709-4aba-a287-2679cdd1aa80	db9cb4ae-07f5-4599-9e0b-b2289cc487d9.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A0JY	TCGA-B5-A0JY-01A	Primary Tumor
0202bf33-aacd-4898-9e5c-0b64662c11ac	2d6b4ddd-ceae-4703-97f9-cce83beecef3.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0G3	TCGA-A5-A0G3-01A	Primary Tumor
e8dd8ea6-bc2e-4c86-949d-d333ca869501	1b99113f-4d98-4ea5-acd2-7b71b99f2bd0.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-FI-A2EX	TCGA-FI-A2EX-01A	Primary Tumor
9b2eda58-2d5e-45b5-adb4-d351fa802d71	3c603370-b004-4265-802d-c71574eda3fa.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A0JS	TCGA-B5-A0JS-01A	Primary Tumor
d088d4f4-27e2-4877-ac73-64ace2c09b8c	31f02a50-fe5b-4193-b945-96b9fa26ded2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BS-A0V6	TCGA-BS-A0V6-01A	Primary Tumor
36b404c2-5915-4a00-831b-3198e5cf3243	b8fd6ee1-e7c8-4c43-aaa7-bbfbfde16cd2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A3JQ	TCGA-D1-A3JQ-01A	Primary Tumor
3a9558dc-27cf-4175-8d1b-9602cedec494	7cacddb5-48c3-4174-8674-9c0e74c9b6ad.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-DI-A1BY	TCGA-DI-A1BY-01A	Primary Tumor
5b59e5ea-3419-4a2e-97e7-9b2938290aa9	966a5b1e-7050-4fa6-9a22-0a7b9eb06dee.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A11Z	TCGA-B5-A11Z-01A	Primary Tumor
c2473b6c-8c2e-42a0-8ba2-6920dc59963a	7bb80284-9ca7-48de-9d04-a5b0b6a15b68.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A16O	TCGA-D1-A16O-01A	Primary Tumor
d95765e2-ee4f-4c55-8d50-b5d47f7993f2	9ab8e15f-8382-4e56-af5a-f34c966f8153.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A06B	TCGA-AX-A06B-01A	Primary Tumor
460396ea-c987-4d42-a371-ce35f61ac51f	e90a9fec-4e4a-4658-aa64-7213980dbba7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A0YU	TCGA-BG-A0YU-01A	Primary Tumor
36cd1c9b-ab47-4a09-96d6-848cd59c08dd	38b48a78-a757-4def-b7fb-1cdf9ffba379.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-FI-A2F4	TCGA-FI-A2F4-01A	Primary Tumor
f8238b74-a717-457f-8dde-31a9b98d2449	9f909512-d56f-4fcf-b5a3-c09f6599376c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0G2	TCGA-A5-A0G2-01A	Primary Tumor
c20c99d3-9cda-4540-89e9-5504e688b406	01d0e31b-3978-4208-b963-bbaffe938aa7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0GX	TCGA-A5-A0GX-01A	Primary Tumor
db272671-3c5e-400a-8494-912587721bab	90b2eecc-f3ee-4ad1-b89e-74691079b20e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-E6-A2P9	TCGA-E6-A2P9-01A	Primary Tumor
efa4a790-a3b4-441d-a707-166832f149bc	676ebe30-6ee9-46ef-a6ba-fe916fd4893c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AJ-A3OL	TCGA-AJ-A3OL-01A	Primary Tumor
028a1fc4-d19a-4621-9e88-4edf483b32ab	2bc73f03-f0e3-4e41-b909-d9d89405e09c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A3DA	TCGA-D1-A3DA-01A	Primary Tumor
db12b38b-058c-4db9-8cf8-9f0c542d83ec	1d986e93-94bf-41b6-8cae-14d38d1f484e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-QF-A5YT	TCGA-QF-A5YT-01A	Primary Tumor
4846aa7f-cde3-4f8b-a49b-8e55f50c479e	da001b46-0e88-43b1-a03b-8f315112370e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A052	TCGA-AP-A052-01A	Primary Tumor
cfa728c6-53ca-48d5-ad78-8c382098e5f6	9c26acca-6c08-4d28-8f97-96b33d756d34.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AJ-A3BG	TCGA-AJ-A3BG-01A	Primary Tumor
43d450e5-d2e2-49f8-9c19-52be8265571e	4a86f9a1-e98b-4783-9e0f-8904997b0f89.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0G9	TCGA-A5-A0G9-01A	Primary Tumor
7fd3b303-e5f9-4c3a-a433-e56d96d30340	936d2922-290b-4b12-b67d-42b4466939a4.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EO-A1Y8	TCGA-EO-A1Y8-01A	Primary Tumor
b673f262-9af9-494a-a1e9-1f18c8f96067	35f0d6a3-a27f-4359-b9d1-75c915f311fd.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-AB3J	TCGA-A5-AB3J-01A	Primary Tumor
e300abc0-0429-4a74-a2ad-5c2f180fda51	5734ffbf-7b87-4a66-9e28-71e283e1c06d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-5B-A90C	TCGA-5B-A90C-01A	Primary Tumor
9057b36b-fcdc-49b4-a35d-2a1a7bc20d32	50fc515b-a665-4dc0-b1cb-15cc018f12b4.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BS-A0UL	TCGA-BS-A0UL-01A	Primary Tumor
6f001954-be85-4590-a3cb-51dd7f8ec664	f897b817-b897-4259-a41c-053cd6c2fc60.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0GE	TCGA-A5-A0GE-01A	Primary Tumor
976807d4-b453-4ab2-b949-49953576c081	e7766ea7-e3c8-4bcb-ac94-1811088a0aea.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0GW	TCGA-A5-A0GW-01A	Primary Tumor
61a21867-3007-4b76-abcd-b76b0ce064d8	7c04785f-09ad-4e68-8e6c-3b60c1efabd7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BS-A0U5	TCGA-BS-A0U5-01A	Primary Tumor
cbc2b563-fcf1-460c-b1de-c3bbb10c4371	44f36689-d1f0-49e8-a34d-5adecf1bd738.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BK-A26L	TCGA-BK-A26L-01A	Primary Tumor
220a61db-a613-42ef-8c4b-7c68bd310d36	43ae985c-ff38-4640-8fe3-10fe00c6b322.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BK-A0CA	TCGA-BK-A0CA-01A	Primary Tumor
a51fda0d-9b13-42b7-af05-f700d6fdca00	bf9f6420-579f-40ed-9be5-dee24e8975cd.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A0M2	TCGA-BG-A0M2-01A	Primary Tumor
59590825-3598-4a23-9c01-02744ab2f7d9	73e00413-cf2b-40a7-b672-aa91127bf4a4.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A1NS	TCGA-D1-A1NS-01A	Primary Tumor
edf99ef7-3f41-4ee0-9f03-584b103f6c53	d2fd4030-88b6-48aa-99e8-59a808a3b870.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A16J	TCGA-D1-A16J-01A	Primary Tumor
04def380-8826-462f-beb8-7462364f8d47	14862167-5eae-4c97-9537-b5435e63a7d1.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AW-A1PO	TCGA-AW-A1PO-01A	Primary Tumor
2ef41b23-2b5f-48b3-be81-228db72e36e6	75764a3e-29a0-4d07-a262-5524c58fa779.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A1MS	TCGA-B5-A1MS-01B	Primary Tumor
5faef308-1d59-4030-ac13-0c9624bdf588	4e950112-41c0-4ff0-9d0e-75aafaf5df2d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EY-A1GU	TCGA-EY-A1GU-01A	Primary Tumor
93b1eb60-c626-4e45-8038-bd0318636c92	78f27be3-fbd5-4847-b2a3-b9700c512353.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AJ-A3NH	TCGA-AJ-A3NH-01A	Primary Tumor
f22e6984-cb7b-4a43-9d6d-22e7f39ac938	31deafec-e666-4cc6-8f3a-857a3b6b6ed0.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A0JN	TCGA-B5-A0JN-01A	Primary Tumor
2bf36ab4-23ae-473d-bca3-af8b836e4fb8	6399dc78-5784-490f-a20d-998554980012.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A0ZN	TCGA-D1-A0ZN-01A	Primary Tumor
90b8b75d-3d92-402a-b988-91d15987a5b9	d5751803-11a6-484f-af04-4e234db3c5de.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A0LS	TCGA-AP-A0LS-01A	Primary Tumor
8dbd433f-897e-46bb-9c9c-c51e958419d1	7cca1b38-779e-4cef-b0ab-4bc45994f4df.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0GV	TCGA-A5-A0GV-01A	Primary Tumor
4f516ea7-273c-4801-a762-746b782ed8d5	2420fc74-a8a2-44ab-96d3-7cb6636b72e7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A1NU	TCGA-D1-A1NU-01A	Primary Tumor
716aa458-bcf2-42c3-81b5-6f754f3c9152	2fdbb8fb-9a93-46e1-a62a-1141dd7da48a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-PG-A7D5	TCGA-PG-A7D5-01A	Primary Tumor
0e083e46-b0ea-431e-aaff-bee4aabf2e28	acdfe319-b98d-4208-b528-6841ab3514b0.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A0LE	TCGA-AP-A0LE-01A	Primary Tumor
a65f8457-e08a-4c07-be62-a7fb86725159	78c9a15d-7bdb-423b-aa86-2ba438414d46.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A11L	TCGA-B5-A11L-01B	Primary Tumor
a5aeeec8-6763-47e8-af4d-24bde0c41b9f	765f93ff-94a2-423d-949d-c6fba247f056.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A1E3	TCGA-AP-A1E3-01A	Primary Tumor
6778c80e-bfa3-44e5-9fbe-633c189541de	2798a8ec-9cbb-490f-86ea-b91810385319.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BS-A0TE	TCGA-BS-A0TE-01A	Primary Tumor
56d63fe7-b6b3-47aa-8a0f-583612fc11d3	1a42ddf6-1afb-4a06-8a87-19837c3236c4.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-FI-A2F9	TCGA-FI-A2F9-01A	Primary Tumor
1df09830-865c-425f-86a3-23fcca99c443	cba6ef52-dcf8-4b0d-b858-ac0e0ee76bfe.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A1NY	TCGA-D1-A1NY-01A	Primary Tumor
838c9d7c-2deb-4df9-bd86-ee37f853a048	6482ddb4-3def-4d4a-b887-e59cc628f5ff.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A16S	TCGA-D1-A16S-01A	Primary Tumor
63561d8d-7040-469f-9523-423119660a2b	2d5509a1-627d-4182-b727-a6c8f27182e2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0R9	TCGA-A5-A0R9-01A	Primary Tumor
9067b981-71be-4bc7-a61a-f97ebaeb7e4c	a6cd4b64-d26c-47ae-8e30-f07be795ba2e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A2L7	TCGA-BG-A2L7-01A	Primary Tumor
0b981f00-49dd-414e-abfc-85c2e781c798	9189b3b3-9331-4b1a-8abd-dc5f37af919d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0GB	TCGA-A5-A0GB-01A	Primary Tumor
1a629b46-3e82-43dc-9f3b-6b3a5e85a314	c84c0a5d-40be-4488-b16a-f17076fbaa51.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A222	TCGA-BG-A222-01A	Primary Tumor
36f5d83a-fbac-4023-b2b5-5120da1ae712	5e35fd9e-7279-4595-bdb3-27d21e4ba5fa.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-DF-A2KZ	TCGA-DF-A2KZ-01A	Primary Tumor
fa34c60f-8d91-4af5-9c8e-302080daef96	d87075e1-ac28-4d7c-84d9-ab7847b353db.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BK-A0CC	TCGA-BK-A0CC-01A	Primary Tumor
1ebec9d2-5476-43a8-a50a-c937fb2d059d	7986dafe-0e82-47f4-8da3-1dc1575a0ac0.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0GH	TCGA-A5-A0GH-01A	Primary Tumor
2b116c81-7db4-4f8e-83e3-082bc9cae487	f7209da3-722b-4ac3-b957-ecb7402c5121.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-JU-AAVI	TCGA-JU-AAVI-01A	Primary Tumor
7554f720-0fac-4c8c-999d-fc4887f0aa3a	e8789595-7a45-497f-8d41-ef297d9b3378.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A1CA	TCGA-AX-A1CA-01A	Primary Tumor
e6aef415-d647-4483-ac5e-46f138add25b	69c1ba64-b5f8-4a80-b081-1aa83b273d88.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A179	TCGA-D1-A179-01A	Primary Tumor
87bad525-a805-4b25-86b8-960992a31ac6	a3990f5c-0761-42cf-8ddc-a81d23dc0f86.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A064	TCGA-AX-A064-01A	Primary Tumor
971a6dfe-77ff-432a-a49c-afd6b2e54035	4c9805fe-06f6-44e9-bec8-2c62a813b2cb.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EO-A1Y5	TCGA-EO-A1Y5-01A	Primary Tumor
96ec3db9-ef14-4a19-86fa-87e09d8edaa1	7298e35d-8405-4662-bc88-6d9fecb41286.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A0LW	TCGA-BG-A0LW-01A	Primary Tumor
482db1cf-72af-4f19-9418-2b93803064ba	244e24cc-fd21-4c32-b64a-738c431d906a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AJ-A3QS	TCGA-AJ-A3QS-01A	Primary Tumor
0768134c-c56a-4a9a-8cb8-053cdf23cf78	8ec15c44-02be-4687-bce3-68f468452f6c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AJ-A8CT	TCGA-AJ-A8CT-01A	Primary Tumor
ce98ff2c-4d45-4f54-8687-82fab98c7d88	eae662fc-ac62-4d3e-adbe-d8f7dafaac03.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EO-A22S	TCGA-EO-A22S-01A	Primary Tumor
